,speciesKey,name_author,Name,Tribe,BrassiBase_status,Trait_state,Sampled?,gbif_records,gbif_records_w_coordinates,gbif_records_w_coordinates_and_uncertainty,gbif_records_w_coordinates_and_uncertainty_under_1000m,gbif_records_w_coordinates_and_uncertainty_under_500m,gbif_records_w_coordinates_and_uncertainty_under_100m,gbif_records_wo_coordinates_but_w_locality,gbif_records_bin,gbif_records_w_coordinates_bin,gbif_records_w_coordinates_and_uncertainty_bin,gbif_records_w_coordinates_and_uncertainty_under_1000m_bin,gbif_records_w_coordinates_and_uncertainty_under_500m_bin,gbif_records_w_coordinates_and_uncertainty_under_100m_bin
3162,5376413,Diplotaxis vogelii (Webb) Cout.,Diplotaxis vogelii,Brassiceae,accepted,H,N,60,26,19,19,19,0,34,>=10,>=10,>=10,>=10,>=10,0
2099,3051349,Dipoma iberideum Franch.,Dipoma iberideum,unplaced,accepted,H,Y,95,27,0,0,0,0,68,>=10,>=10,0,0,0,0
2148,3052559,Diptychocarpus strictus (Fisch. ex M. Bieb.) Trautv.,Diptychocarpus strictus,Chorisporeae,accepted,H,Y,153,50,17,2,2,2,103,>=100,>=10,>=10,<10,<10,<10
2263,3053543,Dithyrea californica Harv.,Dithyrea californica,Physarieae,accepted,H,Y,2230,892,515,419,398,360,1338,>=1000,>=500,>=500,>=100,>=100,>=100
2262,3053541,Dithyrea maritima (Davidson) Davidson,Dithyrea maritima,Physarieae,accepted,H,N,208,55,51,15,15,15,153,>=100,>=10,>=10,>=10,>=10,>=10
3766,8968121,Dontostemon crassifolius Bunge,Dontostemon crassifolius,Dontostemoneae,accepted,H,N,30,8,1,1,0,0,22,>=10,<10,<10,<10,0,0
2150,3052569,Dontostemon dentatus (Bunge) Ledeb.,Dontostemon dentatus,Dontostemoneae,accepted,H,N,745,323,114,40,34,20,422,>=500,>=100,>=100,>=10,>=10,>=10
2154,3052598,Dontostemon elegans Maxim.,Dontostemon elegans,Dontostemoneae,accepted,H,N,58,23,1,1,1,1,35,>=10,>=10,<10,<10,<10,<10
2158,3052614,Dontostemon glandulosus (Kar. & Kir.) O.E. Schulz,Dontostemon glandulosus,Dontostemoneae,accepted,H,N,293,220,101,0,0,0,73,>=100,>=100,>=100,0,0,0
3691,8166702,Dontostemon gubanovii (D.A. German) D.A. German,Dontostemon gubanovii,Dontostemoneae,accepted,H,N,16,6,1,1,1,0,10,>=10,<10,<10,<10,<10,0
2151,3052573,Dontostemon hispidus Maxim.,Dontostemon hispidus,Dontostemoneae,accepted,H,N,72,42,22,7,6,5,30,>=10,>=10,>=10,<10,<10,<10
2155,3052600,Dontostemon integrifolius (L.) Ledeb.,Dontostemon integrifolius,Dontostemoneae,accepted,H,Y,428,277,147,72,68,59,151,>=100,>=100,>=100,>=10,>=10,>=10
2159,3052624,Dontostemon intermedius Vorosch.,Dontostemon intermedius,Dontostemoneae,accepted,H,N,8,6,5,3,3,2,2,<10,<10,<10,<10,<10,<10
2156,3052608,Dontostemon micranthus C.A. Mey.,Dontostemon micranthus,Dontostemoneae,accepted,H,N,202,125,75,11,10,8,77,>=100,>=100,>=10,>=10,>=10,<10
2152,3052575,Dontostemon perennis C.A. Mey.,Dontostemon perennis,Dontostemoneae,accepted,H,N,121,62,39,7,5,2,59,>=100,>=10,>=10,<10,<10,<10
2153,3052578,Dontostemon pinnatifidus (Willd.) Al-Shehbaz & H. Ohba,Dontostemon pinnatifidus,Dontostemoneae,accepted,H,N,435,293,149,51,45,32,142,>=100,>=100,>=100,>=10,>=10,>=10
2157,3052609,Dontostemon senilis Maxim.,Dontostemon senilis,Dontostemoneae,accepted,H,N,86,34,9,5,4,1,52,>=10,>=10,<10,<10,<10,<10
508,3043823,Douepea arabica (Hedge & Kit Tan) O. Appel & Al-Shehbaz,Douepea arabica,Brassiceae,accepted,W,Y,5,0,0,0,0,0,5,<10,0,0,0,0,0
507,3043821,Douepea tortuosa Cambess.,Douepea tortuosa,Brassiceae,accepted,W,Y,29,14,13,1,0,0,15,>=10,>=10,>=10,<10,0,0
2457,3692631,Draba × pseudonivalis N. Busch,Draba ×,#N/A,#N/A,H,N,1,1,1,0,0,0,0,<10,<10,<10,0,0,0
1611,3049437,Draba abajoensis Windham & Al-Shehbaz,Draba abajoensis,Arabideae,accepted,H,N,20,9,1,1,1,0,11,>=10,<10,<10,<10,<10,0
1771,3049861,Draba acaulis Boiss.,Draba acaulis,Arabideae,accepted,H,N,50,3,0,0,0,0,47,>=10,<10,0,0,0,0
1762,3049831,Draba affghanica Boiss.,Draba affghanica,Arabideae,accepted,H,N,49,26,23,0,0,0,23,>=10,>=10,>=10,0,0,0
1747,3049799,Draba aizoides L.,Draba aizoides,Arabideae,accepted,H,Y,27656,23164,19499,1558,1265,1064,4492,>=1000,>=1000,>=1000,>=1000,>=1000,>=1000
1694,3049652,Draba alajica Litv.,Draba alajica,Arabideae,accepted,H,N,12,4,0,0,0,0,8,>=10,<10,0,0,0,0
1663,3049584,Draba alberti Regel & Schmalh.,Draba alberti,Arabideae,accepted,H,N,13,7,0,0,0,0,6,>=10,<10,0,0,0,0
1647,3049522,Draba albertina Greene,Draba albertina,Arabideae,accepted,H,N,1534,489,168,113,59,29,1045,>=1000,>=100,>=100,>=100,>=10,>=10
1633,3049480,Draba aleutica E. Ekman ex Hultén,Draba aleutica,Arabideae,accepted,H,N,30,14,6,3,3,3,16,>=10,>=10,<10,<10,<10,<10
1616,3049444,Draba alpina L.,Draba alpina,Arabideae,accepted,H,Y,5268,3169,2077,1149,759,620,2099,>=1000,>=1000,>=1000,>=1000,>=500,>=500
1629,3049474,Draba alshehbazii Klimeš & D.A. German,Draba alshehbazii,Arabideae,accepted,H,N,1,1,1,1,1,0,0,<10,<10,<10,<10,<10,0
1604,3049423,Draba altaica (C.A. Mey.) Bunge,Draba altaica,Arabideae,accepted,H,N,708,529,405,7,4,0,179,>=500,>=500,>=100,<10,<10,0
1948,3050325,Draba alticola Kom.,Draba alticola,Arabideae,accepted,H,N,8,0,0,0,0,0,8,<10,0,0,0,0,0
1937,3050287,Draba alyssoides Kunth,Draba alyssoides,Arabideae,accepted,W,Y,22,13,7,0,0,0,9,>=10,>=10,<10,0,0,0
1908,3050219,Draba amoena O.E. Schulz,Draba amoena,Arabideae,accepted,H,N,39,5,1,1,0,0,34,>=10,<10,<10,<10,0,0
1895,3050192,Draba amplexicaulis Franch.,Draba amplexicaulis,Arabideae,accepted,H,N,123,69,0,0,0,0,54,>=100,>=10,0,0,0,0
1965,3050464,Draba anatolica A. Duran & Dinç,Draba anatolica,Arabideae,accepted,H,N,60,9,7,6,4,0,51,>=10,<10,<10,<10,<10,0
1853,3050109,Draba arabisans Michx.,Draba arabisans,Arabideae,accepted,H,N,1294,407,131,36,34,26,887,>=1000,>=100,>=100,>=10,>=10,>=10
1826,3049987,Draba araratica Rupr.,Draba araratica,Arabideae,accepted,H,N,28,7,2,1,1,0,21,>=10,<10,<10,<10,<10,0
1809,3049932,Draba arauquensis Santana,Draba arauquensis,Arabideae,accepted,H,N,7,2,1,0,0,0,5,<10,<10,<10,0,0,0
1795,3049904,Draba arbuscula Hook.f.,Draba arbuscula,Arabideae,accepted,W,Y,25,6,2,0,0,0,19,>=10,<10,<10,0,0,0
1782,3049881,Draba arctica J. Vahl,Draba arctica,Arabideae,accepted,H,N,1292,810,502,217,123,66,482,>=1000,>=500,>=500,>=100,>=100,>=10
1744,3049793,Draba arctogena (E. Ekman) E. Ekman,Draba arctogena,Arabideae,accepted,H,N,542,174,46,20,17,17,368,>=500,>=100,>=10,>=10,>=10,>=10
1730,3049764,Draba aretioides Kunth,Draba aretioides,Arabideae,accepted,H,Y,72,39,28,1,1,1,33,>=10,>=10,>=10,<10,<10,<10
1716,3049723,Draba argentifolia Al-Shehbaz,Draba argentifolia,Arabideae,accepted,H,N,13,5,0,0,0,0,8,>=10,<10,0,0,0,0
1704,3049678,Draba argyrea Rydb.,Draba argyrea,Arabideae,accepted,H,N,59,13,0,0,0,0,46,>=10,>=10,0,0,0,0
1675,3049607,Draba arida C.L. Hitchc.,Draba arida,Arabideae,accepted,H,N,34,6,0,0,0,0,28,>=10,<10,0,0,0,0
1657,3049567,Draba arseniewii (B. Fedtsch.) Gilg ex Tolm.,Draba arseniewii,Arabideae,accepted,H,N,12,7,1,0,0,0,5,>=10,<10,<10,0,0,0
3621,7737325,Draba aspera Adams ex DC.,Draba aspera,Arabideae,accepted,H,N,169,150,137,5,3,2,19,>=100,>=100,>=100,<10,<10,<10
1641,3049501,Draba aspera Bertol.,Draba aspera,Arabideae,accepted,H,N,147,51,5,4,4,2,96,>=100,>=10,<10,<10,<10,<10
1626,3049466,Draba asprella Greene,Draba asprella,Arabideae,accepted,H,N,246,144,55,36,32,25,102,>=100,>=100,>=10,>=10,>=10,>=10
1932,3050269,Draba asterophora Payson,Draba asterophora,Arabideae,accepted,H,N,122,43,26,15,15,11,79,>=100,>=10,>=10,>=10,>=10,>=10
1920,3050252,Draba aubrietoides Jafri,Draba aubrietoides,Arabideae,accepted,H,N,0,0,0,0,0,0,0,0,0,0,0,0,0
1902,3050205,Draba aucheri Boiss.,Draba aucheri,Arabideae,accepted,H,N,59,12,2,2,0,0,47,>=10,>=10,<10,<10,0,0
1891,3050180,Draba aurea M. Vahl ex Hornem.,Draba aurea,Arabideae,accepted,H,N,2641,1112,442,242,137,67,1529,>=1000,>=1000,>=100,>=100,>=100,>=10
1615,3049443,Draba aureola S. Watson,Draba aureola,Arabideae,accepted,H,N,190,83,68,7,5,5,107,>=100,>=10,>=10,<10,<10,<10
1654,3049551,Draba bagmatiensis Al-Shehbaz,Draba bagmatiensis,Arabideae,accepted,H,N,1,1,0,0,0,0,0,<10,<10,0,0,0,0
1838,3050008,Draba baicalensis Tolm.,Draba baicalensis,Arabideae,accepted,H,N,23,16,13,4,4,0,7,>=10,>=10,>=10,<10,<10,0
2413,3690831,Draba bajtenovii Veselova,Draba bajtenovii,Arabideae,accepted,H,N,0,0,0,0,0,0,0,0,0,0,0,0,0
1821,3049969,Draba barclayana Al-Shehbaz,Draba barclayana,Arabideae,accepted,H,N,3,0,0,0,0,0,3,<10,0,0,0,0,0
2411,3690789,Draba barguzinensis (O.D. Nikif.) Baikov,Draba barguzinensis,Arabideae,accepted,H,N,2,2,2,1,0,0,0,<10,<10,<10,<10,0,0
1743,3049792,Draba bartholomewii Al-Shehbaz,Draba bartholomewii,Arabideae,accepted,H,N,7,6,0,0,0,0,1,<10,<10,0,0,0,0
1791,3049900,Draba beamanii Rollins,Draba beamanii,Arabideae,accepted,H,N,9,2,0,0,0,0,7,<10,<10,0,0,0,0
1778,3049874,Draba bellardii S.F. Blake,Draba bellardii,Arabideae,accepted,H,N,12,2,0,0,0,0,10,>=10,<10,0,0,0,0
1835,3050004,Draba beltranii Al-Shehbaz,Draba beltranii,Arabideae,accepted,H,N,4,2,0,0,0,0,2,<10,<10,0,0,0,0
3683,8141130,Draba bennettii G.A. Mulligan & Al-Shehbaz,Draba bennettii,Arabideae,accepted,H,N,8,6,0,0,0,0,2,<10,<10,0,0,0,0
1767,3049844,Draba bertiscea D. Lakušić & Stevan.,Draba bertiscea,Arabideae,accepted,H,N,2,1,1,0,0,0,1,<10,<10,<10,0,0,0
1756,3049822,Draba bhutanica H. Hara,Draba bhutanica,Arabideae,accepted,H,N,13,4,4,0,0,0,9,>=10,<10,<10,0,0,0
1706,3049682,Draba bifurcata (C.L. Hitch.),Draba bifurcata,Arabideae,accepted,H,N,51,12,6,1,1,1,39,>=10,>=10,<10,<10,<10,<10
1815,3049949,Draba bonplandiana Kunth,Draba bonplandiana,Arabideae,not accepted,H,N,18,4,0,0,0,0,14,>=10,<10,0,0,0,0
1738,3049779,Draba borealis DC.,Draba borealis,Arabideae,accepted,H,Y,1218,642,250,71,54,32,576,>=1000,>=500,>=100,>=10,>=10,>=10
1726,3049753,Draba boyacana Al-Shehbaz,Draba boyacana,Arabideae,accepted,H,Y,7,1,0,0,0,0,6,<10,<10,0,0,0,0
1748,3049803,Draba brachystemon DC.,Draba brachystemon,Arabideae,not accepted,H,N,45,1,0,0,0,0,44,>=10,<10,0,0,0,0
1686,3049633,Draba brachystylis Rydb.,Draba brachystylis,Arabideae,accepted,H,N,43,7,2,0,0,0,36,>=10,<10,<10,0,0,0
1664,3049585,Draba brackenridgei A. Gray,Draba brackenridgei,Arabideae,accepted,H,N,49,13,0,0,0,0,36,>=10,>=10,0,0,0,0
1638,3049497,Draba breweri S. Watson,Draba breweri,Arabideae,accepted,H,N,304,67,54,43,21,8,237,>=100,>=10,>=10,>=10,>=10,<10
3760,8824491,Draba bruce-bennettii Al-Shehbaz,Draba bruce-bennettii,Arabideae,accepted,H,N,7,4,1,1,1,1,3,<10,<10,<10,<10,<10,<10
1622,3049454,Draba bruniifolia Steven,Draba bruniifolia,Arabideae,accepted,H,N,540,78,19,10,8,4,462,>=500,>=10,>=10,>=10,<10,<10
1682,3049617,Draba bryoides DC.,Draba bryoides,Arabideae,accepted,H,N,295,105,42,30,22,14,190,>=100,>=100,>=10,>=10,>=10,>=10
1915,3050226,Draba burkartiana O.E. Schulz,Draba burkartiana,Arabideae,accepted,H,N,13,9,3,2,0,0,4,>=10,<10,<10,<10,0,0
1844,3050016,Draba burkei (C.L. Hitchc.) Windham & Beilstein,Draba burkei,Arabideae,accepted,H,N,44,17,2,2,2,2,27,>=10,>=10,<10,<10,<10,<10
1886,3050172,Draba cachemirica Gand.,Draba cachemirica,Arabideae,accepted,H,N,116,75,66,2,2,0,41,>=100,>=10,>=10,<10,<10,0
1874,3050152,Draba cacuminum E. Ekman,Draba cacuminum,Arabideae,accepted,H,N,311,258,233,199,137,132,53,>=100,>=100,>=100,>=100,>=100,>=100
3935,10846550,Draba cajamarcensis Al-Shehbaz,Draba cajamarcensis,Arabideae,accepted,H,N,2,1,0,0,0,0,1,<10,<10,0,0,0,0
1816,3049951,Draba calcicola O.E. Schulz,Draba calcicola,Arabideae,accepted,H,N,10,3,1,0,0,0,7,>=10,<10,<10,0,0,0
1802,3049922,Draba californica (Jeps.) Rollins & R.A. Price,Draba californica,Arabideae,accepted,H,N,54,18,15,3,2,0,36,>=10,>=10,>=10,<10,<10,0
1787,3049889,Draba cana Rydb.,Draba cana,Arabideae,accepted,H,N,1647,1004,516,219,171,45,643,>=1000,>=1000,>=500,>=100,>=100,>=10
3852,10735986,"Draba canoensis Al-Shehbaz, Trinidad, Ed. Navarro & D. Rodr.-Paredes",Draba canoensis,Arabideae,accepted,H,N,1,0,0,0,0,0,1,<10,0,0,0,0,0
1773,3049863,Draba cantabriae (M. Laínz) M. Laínz,Draba cantabriae,Arabideae,accepted,H,N,158,141,113,35,5,5,17,>=100,>=100,>=100,>=10,<10,<10
1763,3049839,Draba cappadocica Boiss. & Balansa,Draba cappadocica,Arabideae,accepted,H,N,27,0,0,0,0,0,27,>=10,0,0,0,0,0
1751,3049816,Draba cardaminiflora Kom.,Draba cardaminiflora,Arabideae,accepted,H,N,13,7,7,5,5,3,6,>=10,<10,<10,<10,<10,<10
1723,3049740,Draba carnosula O.E. Schulz,Draba carnosula,Arabideae,accepted,H,N,38,1,1,0,0,0,37,>=10,<10,<10,0,0,0
3708,8248431,Draba caswellii G.A. Mulligan & Al-Shehbaz,Draba caswellii,Arabideae,accepted,H,N,3,2,0,0,0,0,1,<10,<10,0,0,0,0
3619,7732610,Draba cayouettei G.A. Mulligan & Al-Shehbaz,Draba cayouettei,Arabideae,accepted,H,N,3,1,0,0,0,0,2,<10,<10,0,0,0,0
3800,10671053,Draba cemileae Karaer,Draba cemileae,Arabideae,accepted,H,N,0,0,0,0,0,0,0,0,0,0,0,0,0
1698,3049660,Draba chamissonis G. Don,Draba chamissonis,Arabideae,accepted,H,N,186,108,75,2,0,0,78,>=100,>=100,>=10,<10,0,0
1681,3049616,Draba cheiranthoides Hook.f.,Draba cheiranthoides,Arabideae,accepted,H,N,44,5,2,0,0,0,39,>=10,<10,<10,0,0,0
1666,3049589,Draba chionophila S.F. Blake,Draba chionophila,Arabideae,accepted,H,N,16,3,0,0,0,0,13,>=10,<10,0,0,0,0
1648,3049526,Draba cholaensis W.W. Sm.,Draba cholaensis,Arabideae,accepted,H,N,8,1,1,1,0,0,7,<10,<10,<10,<10,0,0
1635,3049489,Draba cinerea Adams,Draba cinerea,Arabideae,accepted,H,Y,2346,1457,744,115,74,74,889,>=1000,>=1000,>=500,>=100,>=10,>=10
1617,3049446,Draba cocuyana Al-Shehbaz,Draba cocuyana,Arabideae,accepted,W,Y,23,4,0,0,0,0,19,>=10,<10,0,0,0,0
1606,3049429,"Draba compacta Schott, Nyman & Kotschy",Draba compacta,Arabideae,accepted,H,N,10,0,0,0,0,0,10,>=10,0,0,0,0,0
1591,3049398,Draba confertifolia Turcz.,Draba confertifolia,Arabideae,accepted,W,Y,80,23,3,1,0,0,57,>=10,>=10,<10,<10,0,0
1939,3050289,Draba corrugata S. Watson,Draba corrugata,Arabideae,accepted,H,N,307,31,25,20,19,16,276,>=100,>=10,>=10,>=10,>=10,>=10
1882,3050163,Draba corymbosa R. Br. ex DC,Draba corymbosa,Arabideae,accepted,H,Y,2725,2011,756,209,94,60,714,>=1000,>=1000,>=500,>=100,>=10,>=10
1869,3050143,Draba crassa Rydb.,Draba crassa,Arabideae,accepted,H,N,208,132,107,86,37,12,76,>=100,>=100,>=100,>=10,>=10,>=10
1855,3050115,Draba crassifolia Graham,Draba crassifolia,Arabideae,accepted,H,N,1454,778,413,290,197,149,676,>=1000,>=500,>=100,>=100,>=100,>=100
1842,3050014,Draba cretica Boiss. & Heldr.,Draba cretica,Arabideae,accepted,H,N,53,14,5,3,3,2,39,>=10,>=10,<10,<10,<10,<10
1828,3049993,Draba cruciata Payson,Draba cruciata,Arabideae,accepted,H,N,69,4,1,1,1,0,65,>=10,<10,<10,<10,<10,0
1811,3049940,Draba cryophila Cuatrec.,Draba cryophila,Arabideae,accepted,H,N,28,5,1,0,0,0,23,>=10,<10,<10,0,0,0
1797,3049912,Draba cryptantha Hook.f.,Draba cryptantha,Arabideae,accepted,H,Y,40,17,1,1,1,1,23,>=10,>=10,<10,<10,<10,<10
3793,9377144,Draba cuatrecasana J.O. Rangel & Santana,Draba cuatrecasana,Arabideae,accepted,H,N,6,1,0,0,0,0,5,<10,<10,0,0,0,0
1691,3049648,Draba cusickii B.L. Rob. ex O.E. Schulz,Draba cusickii,Arabideae,accepted,H,N,112,36,24,2,1,0,76,>=100,>=10,>=10,<10,<10,0
1676,3049608,Draba cuspidata M. Bieb.,Draba cuspidata,Arabideae,accepted,H,N,147,91,38,31,29,22,56,>=100,>=10,>=10,>=10,>=10,>=10
1659,3049570,Draba cuzcoensis O.E. Schulz,Draba cuzcoensis,Arabideae,accepted,H,N,23,14,0,0,0,0,9,>=10,>=10,0,0,0,0
1627,3049470,Draba cyclomorpha Payson,Draba cyclomorpha,Arabideae,accepted,H,N,68,16,16,9,3,0,52,>=10,>=10,>=10,<10,<10,0
2399,3689706,Draba czuensis Revushkin & A.L. Ebel,Draba czuensis,Arabideae,not accepted,H,N,7,5,4,3,2,0,2,<10,<10,<10,<10,<10,0
1643,3049509,Draba darwasica Lipsky,Draba darwasica,Arabideae,accepted,H,N,5,0,0,0,0,0,5,<10,0,0,0,0,0
1628,3049472,Draba daviesiae (C.L. Hitchc.) Rollins,Draba daviesiae,Arabideae,accepted,H,N,21,0,0,0,0,0,21,>=10,0,0,0,0,0
1713,3049713,Draba dedeana Boiss. & Reut.,Draba dedeana,Arabideae,accepted,H,N,1875,1407,1101,402,41,26,468,>=1000,>=1000,>=1000,>=100,>=10,>=10
1600,3049414,Draba demareei Wiggins,Draba demareei,Arabideae,accepted,H,N,148,82,68,67,65,65,66,>=100,>=10,>=10,>=10,>=10,>=10
1946,3050312,Draba densifolia Nutt.,Draba densifolia,Arabideae,accepted,H,N,672,155,54,34,17,11,517,>=500,>=100,>=10,>=10,>=10,>=10
1934,3050275,Draba depressa Hook.f.,Draba depressa,Arabideae,accepted,H,Y,121,60,5,1,0,0,61,>=100,>=10,<10,<10,0,0
1904,3050211,Draba discoidea Wedd.,Draba discoidea,Arabideae,accepted,H,Y,79,23,2,0,0,0,56,>=10,>=10,<10,0,0,0
1656,3049553,Draba dolichostyla (O.E. Schulz) Kit Tan & Stevan.,Draba dolichostyla,Arabideae,accepted,H,N,1032,323,28,24,22,13,709,>=1000,>=100,>=10,>=10,>=10,>=10
1893,3050190,Draba dolomitica Buttler,Draba dolomitica,Arabideae,accepted,H,N,17,1,1,1,1,1,16,>=10,<10,<10,<10,<10,<10
3837,10716333,"Draba dongchuanensis Al-Shehbaz, J.P. Yue, T. Deng & H.L. Chen",Draba dongchuanensis,Arabideae,accepted,H,N,0,0,0,0,0,0,0,0,0,0,0,0,0
1878,3050158,Draba dorneri Heuff.,Draba dorneri,Arabideae,accepted,H,N,7,1,1,1,0,0,6,<10,<10,<10,<10,0,0
1759,3049826,Draba draboides (Maxim.) Al-Shehbaz,Draba draboides,Arabideae,accepted,H,N,13,11,1,0,0,0,2,>=10,>=10,<10,0,0,0
1824,3049974,Draba dubia Suter,Draba dubia,Arabideae,accepted,H,N,7662,6498,5529,283,119,58,1164,>=1000,>=1000,>=1000,>=100,>=100,>=10
1850,3050102,Draba ecuadoriana Al-Shehbaz,Draba ecuadoriana,Arabideae,accepted,H,N,17,6,0,0,0,0,11,>=10,<10,0,0,0,0
1839,3050009,Draba elata Hook.f. & Thomson,Draba elata,Arabideae,accepted,H,N,42,8,0,0,0,0,34,>=10,<10,0,0,0,0
1823,3049973,Draba elegans Boiss.,Draba elegans,Arabideae,accepted,H,N,13,0,0,0,0,0,13,>=10,0,0,0,0,0
1793,3049902,Draba elisabethae N. Busch,Draba elisabethae,Arabideae,accepted,H,N,10,7,3,1,1,1,3,>=10,<10,<10,<10,<10,<10
1905,3050213,Draba ellipsoidea Hook.f. & Thomson,Draba ellipsoidea,Arabideae,accepted,H,N,88,58,34,0,0,0,30,>=10,>=10,>=10,0,0,0
3583,7526746,Draba eriopoda Turcz. ex Ledeb.,Draba eriopoda,Arabideae,accepted,H,N,97,72,16,0,0,0,25,>=10,>=10,>=10,0,0,0
1740,3049788,Draba extensa Wedd.,Draba extensa,Arabideae,accepted,H,N,23,8,0,0,0,0,15,>=10,<10,0,0,0,0
1601,3049416,Draba exunguiculata (O.E. Schulz) C.L. Hitchc.,Draba exunguiculata,Arabideae,accepted,H,N,103,42,29,22,6,4,61,>=100,>=10,>=10,>=10,<10,<10
1614,3049442,Draba falconeri O.E. Schulz,Draba falconeri,Arabideae,accepted,H,N,30,18,18,0,0,0,12,>=10,>=10,>=10,0,0,0
1630,3049475,Draba farsetioides Linden & Planch.,Draba farsetioides,Arabideae,accepted,H,N,10,2,0,0,0,0,8,>=10,<10,0,0,0,0
1644,3049510,Draba fedtschenkoi (Pohle) Gilg ex Tolm.,Draba fedtschenkoi,Arabideae,accepted,H,N,4,2,0,0,0,0,0,<10,<10,0,0,0,0
1660,3049571,Draba fladnizensis Wulfen,Draba fladnizensis,Arabideae,accepted,H,N,5548,3734,2956,997,542,319,1814,>=1000,>=1000,>=1000,>=500,>=500,>=100
3713,8282828,Draba franktonii G.A. Mulligan & Al-Shehbaz,Draba franktonii,Arabideae,accepted,H,N,3,3,0,0,0,0,0,<10,<10,0,0,0,0
1784,3049885,Draba fuhaiensis Z.X. An,Draba fuhaiensis,Arabideae,accepted,H,N,0,0,0,0,0,0,0,0,0,0,0,0,0
1624,3049464,Draba funckeana Linden & Planch.,Draba funckeana,Arabideae,accepted,H,Y,1,1,0,0,0,0,0,<10,<10,0,0,0,0
1609,3049433,Draba funckii (Turcz.) Al-Shehbaz,Draba funckii,Arabideae,accepted,W,Y,5,3,0,0,0,0,2,<10,<10,0,0,0,0
1595,3049406,Draba funiculosa Hook.f.,Draba funiculosa,Arabideae,accepted,H,Y,89,34,1,1,1,1,55,>=10,>=10,<10,<10,<10,<10
1653,3049549,Draba gelida var. primuloides Turcz.,Draba gelida,Arabideae,not accepted,H,N,0,0,0,0,0,0,0,0,0,0,0,0,0
1942,3050297,Draba gilliesii Hook. & Arn.,Draba gilliesii,Arabideae,accepted,H,N,318,132,12,12,12,10,186,>=100,>=100,>=10,>=10,>=10,>=10
1917,3050232,Draba glabella Pursh,Draba glabella,Arabideae,accepted,H,N,8751,5034,3093,1594,795,561,3717,>=1000,>=1000,>=1000,>=1000,>=500,>=500
1899,3050200,Draba glacialis Adams,Draba glacialis,Arabideae,accepted,H,N,383,295,246,52,45,30,88,>=100,>=100,>=100,>=10,>=10,>=10
1888,3050175,Draba globosa Payson,Draba globosa,Arabideae,accepted,H,N,134,37,13,10,3,2,97,>=100,>=10,>=10,>=10,<10,<10
1875,3050155,Draba glomerata Royle,Draba glomerata,Arabideae,accepted,H,N,147,126,86,0,0,0,21,>=100,>=100,>=10,0,0,0
1860,3050122,Draba gracillima Hook.f. & Thomson,Draba gracillima,Arabideae,accepted,H,N,98,11,3,0,0,0,87,>=10,>=10,<10,0,0,0
1834,3050002,Draba graminea Greene,Draba graminea,Arabideae,accepted,H,N,88,33,21,15,3,1,55,>=10,>=10,>=10,>=10,<10,<10
1818,3049953,Draba grandis Langsd. ex Fisch.,Draba grandis,Arabideae,accepted,H,N,277,127,74,35,34,28,150,>=100,>=100,>=10,>=10,>=10,>=10
1804,3049925,Draba grayana (Rydb.) C.L. Hitchc.,Draba grayana,Arabideae,accepted,H,N,144,70,45,38,21,11,74,>=100,>=10,>=10,>=10,>=10,>=10
1789,3049894,Draba hallii Hook.f.,Draba hallii,Arabideae,accepted,W,Y,177,76,16,7,5,4,101,>=100,>=10,>=10,<10,<10,<10
1775,3049867,Draba hammenii Cuatrec. & Cleef,Draba hammenii,Arabideae,accepted,H,N,21,3,0,0,0,0,18,>=10,<10,0,0,0,0
1753,3049818,Draba handelii O.E. Schulz,Draba handelii,Arabideae,accepted,H,N,4,1,0,0,0,0,3,<10,<10,0,0,0,0
1735,3049776,Draba haradjianii Rech.f.,Draba haradjianii,Arabideae,accepted,H,N,0,0,0,0,0,0,0,0,0,0,0,0,0
1724,3049751,Draba haynaldii Stur,Draba haynaldii,Arabideae,accepted,H,N,19,1,1,0,0,0,18,>=10,<10,<10,0,0,0
3903,10806556,Draba healyi G.A. Mulligan & Al-Shehbaz,Draba healyi,Arabideae,accepted,H,N,0,0,0,0,0,0,0,0,0,0,0,0,0
2030,3051011,Draba hederifolia Coss.,Draba hederifolia,Arabideae,accepted,H,Y,155,12,6,4,4,0,143,>=100,>=10,<10,<10,<10,0
3548,6069326,Draba heilii Al-Shehbaz,Draba heilii,Arabideae,accepted,H,N,6,1,0,0,0,0,5,<10,<10,0,0,0,0
1708,3049692,Draba helleriana Greene,Draba helleriana,Arabideae,accepted,H,N,699,364,211,93,74,33,335,>=500,>=100,>=100,>=10,>=10,>=10
1938,3050288,Draba hemsleyana Gilg,Draba hemsleyana,Arabideae,not accepted,H,N,17,8,2,1,0,0,9,>=10,<10,<10,<10,0,0
3780,9123017,Draba henrici Al-Shehbaz,Draba henrici,Arabideae,accepted,H,N,2,1,1,1,1,0,1,<10,<10,<10,<10,<10,0
1683,3049623,Draba heterocoma Fenzl,Draba heterocoma,Arabideae,accepted,H,N,55,11,2,2,2,2,44,>=10,>=10,<10,<10,<10,<10
1668,3049592,Draba hidalgensis Calderón,Draba hidalgensis,Arabideae,accepted,H,Y,17,10,6,6,6,6,7,>=10,>=10,<10,<10,<10,<10
1673,3049605,Draba himachalensis Al-Shehbaz,Draba himachalensis,Arabideae,accepted,H,N,1,0,0,0,0,0,1,<10,0,0,0,0,0
